SAMPLE ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
SL036 AAC(6')-Ie-APH(2'')-Ia bifunctional protein	3002597	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	2.00	0.00	2.00	1.39	20.00	45.00	0	0	0	0	N/A	N/A		1440	aminoglycoside bifunctional resistance protein	aminoglycoside antibiotic	antibiotic inactivation
SL036 mef(E)	3000614	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	4.00	0.00	4.00	32.26	391.00	127.50	0	0	0	0	N/A	N/A		1212	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
SL037 CfxA2	3003002	protein homolog model	CARD	1	100.0	no data	no data	Prevotella intermedia	65.00	0.00	65.00	100.00	966.00	194.06	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
SL037 OXA-85	3001780	protein homolog model	CARD	1	100.0	no data	no data	Fusobacterium nucleatum	4.00	0.00	4.00	25.23	193.00	92.75	0	0	0	0	N/A	N/A		765	OXA beta-lactamase	penam	antibiotic inactivation
SL037 APH(3')-Ia	3002641	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	59.00	0.00	59.00	100.00	816.00	192.53	0	0	0	0	N/A	N/A		816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
SL037 TEM-1	3000873	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	72.00	0.00	72.00	100.00	861.00	192.51	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
SL037 lnuC	3002837	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	2.00	0.00	2.00	40.81	202.00	178.00	0	0	0	0	N/A	N/A		495	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
SL037 TEM-214	3001391	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	8.00	0.00	8.00	55.87	481.00	199.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
SL037 mtrE	3000812	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	51.00	0.00	51.00	68.73	965.00	124.75	0	0	0	0	N/A	N/A		1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
SL037 tet(B)	3000166	protein homolog model	CARD	1	100.0	no data	no data	Gram-negative bacterium	27.00	0.00	27.00	100.00	1206.00	183.52	0	0	0	0	N/A	N/A		1206	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL037 macB	3000535	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	261.00	0.00	261.00	99.95	1934.00	139.48	0	0	0	0	N/A	N/A		1935	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
SL037 tet(W)	3000194	protein homolog model	CARD	1	100.0	no data	no data	Butyrivibrio fibrisolvens	1.00	0.00	1.00	7.86	151.00	201.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL037 ErmF	3000498	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	8.00	0.00	8.00	86.02	689.00	194.25	0	0	0	0	N/A	N/A		801	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
SL037 tet(37)	3002871	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	5.00	0.00	5.00	74.01	242.00	130.20	0	0	0	0	N/A	N/A		327	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
SL037 sul2	3000412	protein homolog model	CARD	1	100.0	no data	no data	Vibrio cholerae	53.00	0.00	53.00	100.00	816.00	192.13	0	0	0	0	N/A	N/A		816	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
SL037 tet(C)	3000167	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas salmonicida	2.00	0.00	2.00	25.36	302.00	201.00	0	0	0	0	N/A	N/A		1191	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL037 APH(6)-Id	3002660	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	87.00	0.00	87.00	100.00	837.00	190.43	0	0	0	0	N/A	N/A		837	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
SL037 lsaB	3003111	protein homolog model	CARD	1	100.0	no data	no data	Mammaliicoccus sciuri	6.00	0.00	6.00	15.55	230.00	72.00	0	0	0	0	N/A	N/A		1479	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
SL037 mel	3000616	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pyogenes	321.00	0.00	321.00	100.00	1218.00	164.48	0	0	0	0	N/A	N/A		1218	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
SL037 tet(Q)	3000191	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	11.00	0.00	11.00	38.75	765.00	186.00	0	0	0	0	N/A	N/A		1974	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL037 tet(32)	3000196	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	39.00	0.00	39.00	83.91	1611.00	187.13	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL037 mtrC	3000810	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	79.00	0.00	79.00	76.67	950.00	124.32	0	0	0	0	N/A	N/A		1239	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
SL037 ErmB	3000375	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	28.00	0.00	28.00	99.46	743.00	188.86	0	0	0	0	N/A	N/A		747	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
SL037 lmrD	3002882	protein homolog model	CARD	1	100.0	no data	no data	Lactococcus lactis	3.00	0.00	3.00	2.11	42.00	113.00	0	0	0	0	N/A	N/A		1995	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux
SL037 macA	3000533	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	126.00	0.00	126.00	92.54	1091.00	146.42	0	0	0	0	N/A	N/A		1179	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
SL037 lsaC	3003112	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	154.00	0.00	154.00	100.00	1479.00	153.73	0	0	0	0	N/A	N/A		1479	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
SL037 tet(M)	3000186	protein homolog model	CARD	1	100.0	no data	no data	Erysipelothrix rhusiopathiae	123.00	0.00	123.00	100.00	1920.00	190.95	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL037 APH(3'')-Ib	3002639	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	96.00	0.00	96.00	100.00	804.00	193.22	0	0	0	0	N/A	N/A		804	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
SL037 CfxA3	3003003	protein homolog model	CARD	1	100.0	no data	no data	Capnocytophaga ochracea	6.00	0.00	6.00	49.48	478.00	191.67	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
SL037 mtrD	3000811	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	274.00	0.00	274.00	96.85	3103.00	123.00	0	0	0	0	N/A	N/A		3204	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
SL037 tet(A)	3000165	protein homolog model	CARD	1	100.0	no data	no data	Shigella sonnei	13.00	0.00	13.00	7.84	100.00	124.92	0	0	0	0	N/A	N/A		1275	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL037 patA	3000024	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	570.00	0.00	570.00	100.00	1695.00	168.28	0	0	0	0	N/A	N/A		1695	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
SL037 patB	3000025	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	536.00	0.00	536.00	100.00	1767.00	162.15	0	0	0	0	N/A	N/A		1767	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
SL037 pmrA	3000822	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	204.00	0.00	204.00	100.00	1200.00	167.91	0	0	0	0	N/A	N/A		1200	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
SL037 tet(O)	3000190	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter jejuni	2.00	0.00	2.00	15.73	302.00	199.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL037 RlmA(II)	3001301	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	276.00	0.00	276.00	100.00	849.00	151.05	0	0	0	0	N/A	N/A		849	non-erm 23S ribosomal RNA methyltransferase (G748)	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration
SL037 efrA	3003948	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	2.00	0.00	2.00	1.91	33.00	56.00	0	0	0	0	N/A	N/A		1728	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux
SL037 farA	3003961	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	40.00	0.00	40.00	38.70	447.00	124.72	0	0	0	0	N/A	N/A		1155	major facilitator superfamily (MFS) antibiotic efflux pump	antibacterial free fatty acids	antibiotic efflux
SL037 farB	3003962	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	31.00	0.00	31.00	56.52	863.00	131.42	0	0	0	0	N/A	N/A		1527	major facilitator superfamily (MFS) antibiotic efflux pump	antibacterial free fatty acids	antibiotic efflux
SL037 Mef(En2)	3004659	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	2.00	0.00	2.00	5.47	66.00	111.50	0	0	0	0	N/A	N/A		1206	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; lincosamide antibiotic	antibiotic efflux
SL037 tetB(60)	3004036	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	14.00	0.00	14.00	61.38	1068.00	143.86	0	0	0	0	N/A	N/A		1740	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL037 tetA(46)	3004032	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus australis	8.00	0.00	8.00	49.16	848.00	177.50	0	0	0	0	N/A	N/A		1725	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL037 tetB(46)	3004033	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus australis	8.00	0.00	8.00	50.32	874.00	163.88	0	0	0	0	N/A	N/A		1737	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL037 tetA(60)	3004035	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	24.00	0.00	24.00	90.06	1567.00	141.46	0	0	0	0	N/A	N/A		1740	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL037 rpoB2	3000501	protein homolog model	CARD	1	100.0	no data	no data	Nocardia farcinica	23.00	0.00	23.00	39.70	1385.00	116.00	0	0	0	0	N/A	N/A		3489	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
SL037 LpsA	3005052	protein homolog model	CARD	1	100.0	no data	no data	Haemophilus influenzae	3.00	0.00	3.00	42.41	327.00	144.33	0	0	0	0	N/A	N/A		771	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic
SL037 CSP-1	3006871	protein homolog model	CARD	1	100.0	no data	no data	Bacteria, Viruses,	25.00	0.00	25.00	100.00	918.00	120.00	0	0	0	0	N/A	N/A		918	CSP beta-lactamase	cephalosporin	antibiotic inactivation
SL037 mdeA	3007011	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus mutans	17.00	0.00	17.00	50.00	681.00	121.88	0	0	0	0	N/A	N/A		1362	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic; penam; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
SL037 Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	3004480	protein homolog model	CARD	1	100.0	no data	no data	Bifidobacterium adolescentis	40.00	0.00	40.00	45.69	1627.00	132.35	0	0	0	0	N/A	N/A		3561	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
SL037 mef(H)	3007047	protein homolog model	CARD	1	100.0	no data	no data	Clostridioides difficile	3.00	0.00	3.00	17.88	59.00	45.33	0	0	0	0	N/A	N/A		330	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
SL037 tet(O/32/O)	3007119	protein homolog model	CARD	1	100.0	no data	no data	Clostridiaceae bacterium	26.00	0.00	26.00	42.29	812.00	198.85	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL037 tet(O/M/O)	3007120	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter coli	1.00	0.00	1.00	7.86	151.00	185.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL037 tet(O/W/32/O)	3007122	protein homolog model	CARD	1	100.0	no data	no data	Lactobacillus johnsonii	1.00	0.00	1.00	7.86	151.00	201.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL037 TEM-244	3007453	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	11.00	0.00	11.00	56.56	487.00	194.09	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
SL037 IND-17	3007470	protein homolog model	CARD	1	100.0	no data	no data	Chryseobacterium sp.	1.00	0.00	1.00	2.61	19.00	34.00	0	0	0	0	N/A	N/A		729	IND beta-lactamase	carbapenem	antibiotic inactivation
SL038 CfxA2	3003002	protein homolog model	CARD	1	100.0	no data	no data	Prevotella intermedia	5.00	0.00	5.00	39.75	384.00	200.80	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
SL038 APH(3')-Ia	3002641	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	4.00	0.00	4.00	53.55	437.00	192.00	0	0	0	0	N/A	N/A		816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
SL038 CfxA4	3003005	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	4.00	0.00	4.00	21.64	209.00	199.75	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
SL038 TEM-166	3001032	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	14.00	0.00	14.00	76.42	658.00	191.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
SL038 TEM-1	3000873	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	3.00	0.00	3.00	40.53	349.00	200.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
SL038 mtrE	3000812	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	7.00	0.00	7.00	51.64	725.00	161.57	0	0	0	0	N/A	N/A		1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
SL038 macB	3000535	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	75.00	0.00	75.00	95.76	1853.00	143.20	0	0	0	0	N/A	N/A		1935	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
SL038 tet(W)	3000194	protein homolog model	CARD	1	100.0	no data	no data	Butyrivibrio fibrisolvens	5.00	0.00	5.00	29.01	557.00	163.60	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL038 ErmX	3000596	protein homolog model	CARD	1	100.0	no data	no data	Plasmid pNG2	16.00	0.00	16.00	79.53	680.00	188.00	0	0	0	0	N/A	N/A		855	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
SL038 sul2	3000412	protein homolog model	CARD	1	100.0	no data	no data	Vibrio cholerae	21.00	0.00	21.00	93.01	759.00	193.62	0	0	0	0	N/A	N/A		816	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
SL038 APH(6)-Id	3002660	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	18.00	0.00	18.00	88.77	743.00	177.17	0	0	0	0	N/A	N/A		837	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
SL038 mel	3000616	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pyogenes	135.00	0.00	135.00	99.92	1217.00	160.24	0	0	0	0	N/A	N/A		1218	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
SL038 tet(Q)	3000191	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	11.00	0.00	11.00	56.74	1120.00	192.00	0	0	0	0	N/A	N/A		1974	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL038 tet(32)	3000196	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	0.00	3.00	21.61	415.00	195.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL038 mtrC	3000810	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	19.00	0.00	19.00	57.95	718.00	132.84	0	0	0	0	N/A	N/A		1239	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
SL038 ErmB	3000375	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	1.00	0.00	1.00	20.21	151.00	201.00	0	0	0	0	N/A	N/A		747	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
SL038 mtrA	3000816	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	1.00	0.00	1.00	10.26	93.00	64.00	0	0	0	0	N/A	N/A		906	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
SL038 lmrD	3002882	protein homolog model	CARD	1	100.0	no data	no data	Lactococcus lactis	9.00	0.00	9.00	2.61	52.00	95.11	0	0	0	0	N/A	N/A		1995	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux
SL038 catQ	3002687	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	4.00	0.00	4.00	61.21	404.00	166.25	0	0	0	0	N/A	N/A		660	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
SL038 macA	3000533	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	37.00	0.00	37.00	91.09	1074.00	143.27	0	0	0	0	N/A	N/A		1179	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
SL038 lsaC	3003112	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	57.00	0.00	57.00	96.21	1423.00	159.28	0	0	0	0	N/A	N/A		1479	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
SL038 tet(M)	3000186	protein homolog model	CARD	1	100.0	no data	no data	Erysipelothrix rhusiopathiae	181.00	0.00	181.00	100.00	1920.00	191.25	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL038 APH(3'')-Ib	3002639	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	20.00	0.00	20.00	100.00	804.00	190.45	0	0	0	0	N/A	N/A		804	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
